,ID,Driveline,Engine Type,Transmission,Make
4202,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic Select Shift,Ford
4203,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed V6 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic Select Shift,Ford
4204,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed 6.2L 4X4,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,6 Speed Automatic Select Shift,Ford
4205,2011 Ford F-150 Platinum SuperCrew 6.5-ft. Bed,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic Select Shift,Ford
4206,2011 Ford F-150 Platinum SuperCrew 6.5-ft. Bed  V6,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic Select Shift,Ford
4209,2011 Ford F-150 STX 6.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4210,2011 Ford F-150 STX 6.5-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4211,2011 Ford F-150 STX 6.5-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4212,2011 Ford F-150 STX 6.5-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4213,2011 Ford F-150 STX SuperCab 6.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4214,2011 Ford F-150 STX SuperCab 6.5-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4215,2011 Ford F-150 STX SuperCab 6.5-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4216,2011 Ford F-150 STX SuperCab 6.5-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4217,2011 Ford F-150 SVT Raptor SuperCab 5.5-ft. Bed 4X4,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,6 Speed Automatic Select Shift,Ford
4218,2011 Ford F-150 SVT Raptor SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,6 Speed Automatic Select Shift,Ford
4219,2011 Ford F-150 XL 6.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4220,2011 Ford F-150 XL 6.5-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4221,2011 Ford F-150 XL 6.5-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4222,2011 Ford F-150 XL 6.5-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4223,2011 Ford F-150 XL 8-ft. Bed,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4224,2011 Ford F-150 XL 8-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4225,2011 Ford F-150 XL 8-ft. Bed  3.5L,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4226,2011 Ford F-150 XL 8-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4227,2011 Ford F-150 XL 8-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4228,2011 Ford F-150 XL 8-ft. Bed 3.5L 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4229,2011 Ford F-150 XL SuperCab 6.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4230,2011 Ford F-150 XL SuperCab 6.5-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4231,2011 Ford F-150 XL SuperCab 6.5-ft. Bed  3.5L,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4232,2011 Ford F-150 XL SuperCab 6.5-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4233,2011 Ford F-150 XL SuperCab 6.5-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4236,2011 Ford F-150 XL SuperCab 8-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4237,2011 Ford F-150 XL SuperCab 8-ft. Bed  3.5L,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4238,2011 Ford F-150 XL SuperCab 8-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4239,2011 Ford F-150 XL SuperCab 8-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4240,2011 Ford F-150 XL SuperCab 8-ft. Bed 3.5L 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4241,2011 Ford F-150 XL SuperCrew 5.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4243,2011 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4244,2011 Ford F-150 XL SuperCrew 5.5-ft. Bed V6 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4245,2011 Ford F-150 XL SuperCrew 6.5-ft. Bed,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4246,2011 Ford F-150 XL SuperCrew 6.5-ft. Bed 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4247,2011 Ford F-150 XLT 6.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4248,2011 Ford F-150 XLT 6.5-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4249,2011 Ford F-150 XLT 6.5-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4250,2011 Ford F-150 XLT 6.5-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4251,2011 Ford F-150 XLT 8-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4252,2011 Ford F-150 XLT 8-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4253,2011 Ford F-150 XLT 8-ft. Bed  3.5L,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4255,2011 Ford F-150 XLT 8-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4256,2011 Ford F-150 XLT 8-ft. Bed 3.5L 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4257,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4258,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4259,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed  3.5L,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4260,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed 4X4,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4261,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed V8 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4262,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed 3.5L 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4263,2011 Ford F-150 XLT SuperCab 8-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4264,2011 Ford F-150 XLT SuperCab 8-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4265,2011 Ford F-150 XLT SuperCab 8-ft. Bed  3.5L,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4266,2011 Ford F-150 XLT SuperCab 8-ft. Bed 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4267,2011 Ford F-150 XLT SuperCab 8-ft. Bed V6 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4268,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,6 Speed Automatic,Ford
4269,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed  V8,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4270,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed  3.5L,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4271,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4272,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed V6 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4273,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4274,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed  V6,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4275,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,6 Speed Automatic,Ford
4276,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed V6 4X4,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,6 Speed Automatic,Ford
4277,2011 Ford F-150 Harley-Davidson SuperCrew 5.5-ft. Bed,Rear-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,6 Speed Automatic Select Shift,Ford
4278,2011 Ford F-150 Harley-Davidson SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,6 Speed Automatic Select Shift,Ford
4279,2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed,Rear-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,6 Speed Automatic Select Shift,Ford
4280,2010 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4281,2010 Ford F-150 FX4 SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4282,2010 Ford F-150 FX4 SuperCrew 6.5-ft. Bed 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4283,2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4284,2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4285,2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4286,2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4287,2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4288,2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4289,2010 Ford F-150 STX 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4290,2010 Ford F-150 STX 6.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4291,2010 Ford F-150 STX 6.5-ft. Bed 292 hp 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4292,2010 Ford F-150 STX SuperCab 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4293,2010 Ford F-150 STX SuperCab 6.5-ft. Bed  292 hp,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4294,2010 Ford F-150 STX SuperCab 6.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4295,2010 Ford F-150 STX SuperCab 6.5-ft. Bed 292 hp 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,4 Speed Automatic,Ford
4296,2010 Ford F-150 SVT Raptor SuperCab 5.5-ft. Bed 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4297,2010 Ford F-150 XL 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4298,2010 Ford F-150 XL 6.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4299,2010 Ford F-150 XL 8-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4300,2010 Ford F-150 XL 8-ft. Bed  292 hp,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4301,2010 Ford F-150 XL 8-ft. Bed FFV,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4302,2010 Ford F-150 XL 8-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4303,2010 Ford F-150 XL 8-ft. Bed 292 hp 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4304,2010 Ford F-150 XL 8-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4305,2010 Ford F-150 XL SuperCab 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4306,2010 Ford F-150 XL SuperCab 6.5-ft. Bed  292 hp,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4307,2010 Ford F-150 XL SuperCab 6.5-ft. Bed  FFV,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4308,2010 Ford F-150 XL SuperCab 6.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4309,2010 Ford F-150 XL SuperCab 6.5-ft. Bed 292 hp 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4310,2010 Ford F-150 XL SuperCab 6.5-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4311,2010 Ford F-150 XL SuperCab 8-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4312,2010 Ford F-150 XL SuperCab 8-ft. Bed  292 hp,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4315,2010 Ford F-150 XL SuperCab 8-ft. Bed 292 hp 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4316,2010 Ford F-150 XL SuperCab 8-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4317,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4318,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed  292 hp,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4319,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4320,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4321,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed  292 hp,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4322,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4323,2010 Ford F-150 XLT 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4324,2010 Ford F-150 XLT 6.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4326,2010 Ford F-150 XLT 6.5-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4327,2010 Ford F-150 XLT 8-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4328,2010 Ford F-150 XLT 8-ft. Bed  292 hp,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4329,2010 Ford F-150 XLT 8-ft. Bed FFV,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4330,2010 Ford F-150 XLT 8-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,4 Speed Automatic,Ford
4331,2010 Ford F-150 XLT 8-ft. Bed 292 hp 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4332,2010 Ford F-150 XLT 8-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4333,2010 Ford F-150 XLT SuperCab 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4336,2010 Ford F-150 XLT SuperCab 6.5-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4337,2010 Ford F-150 XLT SuperCab 8-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4338,2010 Ford F-150 XLT SuperCab 8-ft. Bed  FFV,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4339,2010 Ford F-150 XLT SuperCab 8-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4340,2010 Ford F-150 XLT SuperCab 8-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4341,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4342,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed  FFV,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4343,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4344,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4345,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4346,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4347,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,6 Speed Automatic,Ford
4348,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV 4X4,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,6 Speed Automatic,Ford
4349,2011 GMC Sierra 1500 Hybrid 3HA 2WD,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,GMC
4350,2011 GMC Sierra 1500 Hybrid 3HB 2WD,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,GMC
4351,2011 GMC Sierra 1500 Hybrid 3HA 4WD,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,GMC
4352,2011 GMC Sierra 1500 Hybrid 3HB 4WD,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic Select Shift,GMC
4353,2010 GMC Sierra 1500 Hybrid 3HA 2WD,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic,GMC
4354,2010 GMC Sierra 1500 Hybrid 3HB 2WD,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic,GMC
4355,2010 GMC Sierra 1500 Hybrid 3HA 4WD,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic,GMC
4356,2010 GMC Sierra 1500 Hybrid 3HB 4WD,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4 Speed Automatic,GMC
4357,2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed 4X4,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,6 Speed Automatic Select Shift,Ford
4358,2011 Aston Martin DB9 Volante Special Edition,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,6 Speed Manual,Aston Martin
4359,2011 BMW 528i Sedan,Rear-wheel drive,BMW 3.0L 6 cylinder 240hp 230 ft-lbs,8 Speed Automatic Select Shift,BMW
4360,2011 BMW 535i xDrive Sedan,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,BMW
4361,2011 BMW 550i xDrive Sedan,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,8 Speed Automatic Select Shift,BMW
4362,2010 Mercedes-Benz C300 Sport,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,6 Speed Manual,Mercedes
4363,2010 Mercedes-Benz C300 Sport AT,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,7 Speed Automatic Select Shift,Mercedes
4364,2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x2,Rear-wheel drive,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,4 Speed Automatic,Dodge
4365,2011 Dodge Ram 1500 ST Regular Cab 8'' box 310 hp 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
4366,2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
